pagamento_id,cliente_id,valor,data_pagamento
1761,1761,178.78,2025-01-06
1762,1762,421.56,2025-02-27
1763,1763,333.22,2025-04-20
1764,1764,64.06,2025-03-28
1765,1765,389.11,2025-03-26
1766,1766,688.62,2025-01-22
1767,1767,715.88,2025-01-21
1768,1768,175.34,2025-02-13
1769,1769,699.15,2025-03-04
1770,1770,774.95,2025-01-06
1771,1771,868.79,2025-01-11
1772,1772,257.21,2025-02-26
1773,1773,615.17,2025-04-27
1774,1774,259.32,2025-04-07
1775,1775,876.80,2025-01-05
1776,1776,52.65,2025-02-25
1777,1777,354.42,2025-05-05
1778,1778,244.86,2025-03-31
1779,1779,195.80,2025-04-09
1780,1780,755.46,2025-02-14
1781,1781,754.32,2025-02-01
1782,1782,631.99,2025-01-24
1783,1783,70.82,2025-04-27
1784,1784,561.71,2025-01-09
1785,1785,139.60,2025-02-04
1786,1786,358.03,2025-01-27
1787,1787,914.69,2025-01-21
1788,1788,381.34,2025-02-17
1789,1789,641.49,2025-02-06
1790,1790,99.97,2025-01-08
1791,1791,32.96,2025-02-25
1792,1792,459.77,2025-03-10
1793,1793,772.09,2025-02-05
1794,1794,595.12,2025-01-17
1795,1795,726.94,2025-03-22
1796,1796,208.92,2025-02-23
1797,1797,760.87,2025-03-12
1798,1798,756.14,2025-01-21
1799,1799,347.86,2025-01-28
1800,1800,955.07,2025-05-06
1801,1801,727.06,2025-02-18
1802,1802,304.47,2025-03-07
1803,1803,439.82,2025-01-18
1804,1804,344.50,2025-03-25
1805,1805,526.88,2025-05-06
1806,1806,700.34,2025-01-19
1807,1807,847.78,2025-03-16
1808,1808,959.00,2025-03-03
1809,1809,95.20,2025-03-24
1810,1810,93.04,2025-02-22
1811,1811,38.24,2025-03-23
1812,1812,170.24,2025-04-24
1813,1813,506.10,2025-03-18
1814,1814,213.89,2025-01-06
1815,1815,843.39,2025-04-02
1816,1816,864.17,2025-04-02
1817,1817,726.70,2025-02-23
1818,1818,790.45,2025-03-12
1819,1819,790.55,2025-03-14
1820,1820,110.14,2025-01-25
1821,1821,457.40,2025-04-20
1822,1822,543.10,2025-01-07
1823,1823,297.12,2025-02-12
1824,1824,593.06,2025-02-22
1825,1825,643.39,2025-03-22
1826,1826,876.92,2025-01-01
1827,1827,280.82,2025-02-27
1828,1828,654.66,2025-03-21
1829,1829,670.40,2025-02-03
1830,1830,326.22,2025-01-06
1831,1831,330.29,2025-02-09
1832,1832,532.11,2025-01-19
1833,1833,546.89,2025-03-19
1834,1834,336.53,2025-01-16
1835,1835,625.56,2025-02-19
1836,1836,449.31,2025-03-09
1837,1837,324.69,2025-04-17
1838,1838,897.53,2025-04-06
1839,1839,800.45,2025-03-18
1840,1840,99.59,2025-01-01
1841,1841,786.55,2025-01-01
1842,1842,814.96,2025-02-17
1843,1843,397.29,2025-04-14
1844,1844,358.03,2025-02-15
1845,1845,251.95,2025-01-20
1846,1846,631.84,2025-03-10
1847,1847,931.32,2025-03-26
1848,1848,619.33,2025-03-31
1849,1849,124.10,2025-03-29
1850,1850,606.73,2025-01-01
1851,1851,603.91,2025-04-18
1852,1852,505.13,2025-01-01
1853,1853,876.62,2025-01-04
1854,1854,316.28,2025-04-03
1855,1855,854.30,2025-02-01
1856,1856,984.58,2025-02-24
1857,1857,41.43,2025-04-21
1858,1858,444.40,2025-02-23
1859,1859,728.59,2025-01-05
1860,1860,234.12,2025-03-23
1861,1861,868.03,2025-04-29
1862,1862,738.84,2025-02-18
1863,1863,230.21,2025-03-24
1864,1864,489.83,2025-03-24
1865,1865,403.03,2025-04-16
1866,1866,40.41,2025-02-05
1867,1867,996.83,2025-03-13
1868,1868,766.87,2025-04-03
1869,1869,499.22,2025-03-28
1870,1870,474.21,2025-04-16
1871,1871,892.24,2025-02-11
1872,1872,892.97,2025-04-26
1873,1873,820.93,2025-02-18
1874,1874,203.55,2025-03-20
1875,1875,889.77,2025-03-08
1876,1876,607.47,2025-01-03
1877,1877,61.55,2025-01-18
1878,1878,27.86,2025-04-15
1879,1879,286.89,2025-03-26
1880,1880,950.87,2025-01-16
1881,1881,152.13,2025-03-05
1882,1882,798.77,2025-02-02
1883,1883,272.29,2025-03-15
1884,1884,586.98,2025-02-09
1885,1885,622.50,2025-03-11
1886,1886,544.99,2025-01-19
1887,1887,525.57,2025-04-08
1888,1888,760.34,2025-01-24
1889,1889,245.15,2025-05-06
1890,1890,135.56,2025-03-11
1891,1891,884.46,2025-01-26
1892,1892,587.95,2025-05-02
1893,1893,79.05,2025-02-25
1894,1894,223.82,2025-03-06
1895,1895,489.12,2025-01-11
1896,1896,116.10,2025-02-01
1897,1897,27.98,2025-05-05
1898,1898,410.53,2025-02-04
1899,1899,454.93,2025-04-12
1900,1900,733.42,2025-02-26
1901,1901,44.77,2025-01-10
1902,1902,888.17,2025-01-01
1903,1903,605.74,2025-04-30
1904,1904,907.99,2025-04-01
1905,1905,192.62,2025-01-03
1906,1906,392.09,2025-02-17
1907,1907,650.57,2025-03-02
1908,1908,263.65,2025-04-01
1909,1909,354.02,2025-03-28
1910,1910,968.16,2025-02-13
1911,1911,899.86,2025-01-15
1912,1912,178.56,2025-03-16
1913,1913,716.97,2025-01-20
1914,1914,913.31,2025-03-28
1915,1915,627.22,2025-02-02
1916,1916,224.22,2025-01-17
1917,1917,400.61,2025-01-10
1918,1918,31.67,2025-04-27
1919,1919,99.51,2025-03-07
1920,1920,451.52,2025-02-13
1921,1921,625.48,2025-02-23
1922,1922,218.52,2025-05-04
1923,1923,150.47,2025-01-15
1924,1924,940.25,2025-01-20
1925,1925,676.11,2025-04-15
1926,1926,125.93,2025-03-28
1927,1927,74.12,2025-04-09
1928,1928,507.89,2025-02-03
1929,1929,589.11,2025-02-16
1930,1930,390.62,2025-01-27
1931,1931,139.61,2025-03-29
1932,1932,321.61,2025-04-25
1933,1933,633.36,2025-01-28
1934,1934,268.58,2025-03-29
1935,1935,136.11,2025-04-28
1936,1936,823.92,2025-03-21
1937,1937,943.22,2025-02-26
1938,1938,115.81,2025-01-19
1939,1939,449.75,2025-03-24
1940,1940,133.30,2025-05-05
1941,1941,794.49,2025-04-18
1942,1942,348.38,2025-04-10
1943,1943,60.40,2025-04-17
1944,1944,316.35,2025-01-12
1945,1945,53.65,2025-02-13
1946,1946,27.12,2025-05-07
1947,1947,754.66,2025-03-20
1948,1948,46.04,2025-02-01
1949,1949,298.56,2025-04-26
1950,1950,553.11,2025-01-21
1951,1951,142.08,2025-04-30
1952,1952,46.58,2025-04-25
1953,1953,365.26,2025-02-23
1954,1954,366.75,2025-03-17
1955,1955,505.68,2025-04-24
1956,1956,897.80,2025-02-14
1957,1957,331.68,2025-02-10
1958,1958,23.31,2025-01-11
1959,1959,733.54,2025-04-06
1960,1960,436.64,2025-04-07
1961,1961,883.69,2025-04-28
1962,1962,806.30,2025-03-21
1963,1963,735.25,2025-01-22
1964,1964,419.79,2025-02-20
1965,1965,167.48,2025-04-20
1966,1966,370.46,2025-01-13
1967,1967,365.57,2025-04-21
1968,1968,757.78,2025-05-01
1969,1969,397.54,2025-01-17
1970,1970,165.19,2025-03-30
1971,1971,204.11,2025-05-06
1972,1972,197.79,2025-03-30
1973,1973,129.65,2025-01-06
1974,1974,871.50,2025-01-22
1975,1975,846.77,2025-04-29
1976,1976,441.55,2025-01-28
1977,1977,425.95,2025-02-24
1978,1978,450.64,2025-01-07
1979,1979,391.31,2025-04-19
1980,1980,258.11,2025-03-07
1981,1981,951.05,2025-03-07
1982,1982,384.76,2025-04-15
1983,1983,70.44,2025-01-11
1984,1984,250.50,2025-01-18
1985,1985,305.02,2025-04-20
1986,1986,816.58,2025-02-10
1987,1987,505.48,2025-04-24
1988,1988,870.18,2025-03-01
1989,1989,482.58,2025-01-07
1990,1990,317.07,2025-04-28
1991,1991,955.81,2025-02-17
1992,1992,609.45,2025-01-31
1993,1993,292.90,2025-05-05
1994,1994,764.91,2025-03-26
1995,1995,824.55,2025-02-12
1996,1996,751.36,2025-03-08
1997,1997,440.65,2025-03-08
1998,1998,301.17,2025-02-06
1999,1999,414.82,2025-03-04
2000,2000,835.20,2025-03-02
2001,2001,560.47,2025-01-31
2002,2002,717.31,2025-04-24
2003,2003,197.80,2025-04-30
2004,2004,466.19,2025-03-04
2005,2005,771.16,2025-03-02
2006,2006,173.98,2025-03-16
2007,2007,267.63,2025-02-13
2008,2008,831.23,2025-03-07
2009,2009,187.16,2025-01-26
2010,2010,883.10,2025-02-12
2011,2011,653.76,2025-02-08
2012,2012,256.29,2025-03-14
2013,2013,982.99,2025-05-06
2014,2014,514.17,2025-04-17
2015,2015,196.90,2025-01-17
2016,2016,263.87,2025-04-01
2017,2017,995.01,2025-04-13
2018,2018,757.84,2025-04-06
2019,2019,797.18,2025-04-01
2020,2020,301.73,2025-03-21
2021,2021,503.25,2025-01-03
2022,2022,763.10,2025-01-13
2023,2023,111.75,2025-03-10
2024,2024,355.04,2025-03-09
2025,2025,773.06,2025-05-06
2026,2026,886.76,2025-01-04
2027,2027,463.15,2025-04-13
2028,2028,877.93,2025-02-17
2029,2029,634.68,2025-03-18
2030,2030,738.32,2025-03-09
2031,2031,101.96,2025-03-30
2032,2032,54.74,2025-04-03
2033,2033,885.47,2025-02-16
2034,2034,279.93,2025-01-19
2035,2035,320.31,2025-02-01
2036,2036,977.83,2025-04-06
2037,2037,95.52,2025-02-05
2038,2038,586.63,2025-03-24
2039,2039,707.55,2025-03-22
2040,2040,549.92,2025-01-13
2041,2041,746.91,2025-01-10
2042,2042,258.21,2025-01-06
2043,2043,701.21,2025-05-05
2044,2044,548.36,2025-01-30
2045,2045,781.25,2025-01-19
2046,2046,932.69,2025-01-05
2047,2047,142.59,2025-04-16
2048,2048,640.59,2025-02-22
2049,2049,520.40,2025-02-23
2050,2050,630.23,2025-02-04
2051,2051,41.43,2025-01-24
2052,2052,100.20,2025-01-07
2053,2053,547.82,2025-02-21
2054,2054,651.82,2025-03-11
2055,2055,293.52,2025-04-22
2056,2056,727.46,2025-02-21
2057,2057,942.72,2025-01-14
2058,2058,269.48,2025-02-16
2059,2059,167.54,2025-02-19
2060,2060,794.98,2025-05-07
2061,2061,780.25,2025-03-04
2062,2062,140.28,2025-01-13
2063,2063,77.57,2025-05-07
2064,2064,686.07,2025-04-19
2065,2065,496.68,2025-04-27
2066,2066,560.26,2025-01-11
2067,2067,107.04,2025-03-07
2068,2068,911.32,2025-02-26
2069,2069,354.21,2025-03-10
2070,2070,259.07,2025-04-22
2071,2071,960.12,2025-01-21
2072,2072,102.46,2025-02-05
2073,2073,354.30,2025-01-19
2074,2074,582.72,2025-02-19
2075,2075,743.37,2025-04-09
2076,2076,606.41,2025-05-07
2077,2077,76.67,2025-01-18
2078,2078,676.04,2025-04-09
2079,2079,333.86,2025-03-01
2080,2080,912.36,2025-05-04
2081,2081,351.58,2025-02-14
2082,2082,747.34,2025-01-14
2083,2083,821.62,2025-04-12
2084,2084,927.57,2025-04-14
2085,2085,257.14,2025-02-21
2086,2086,124.36,2025-04-27
2087,2087,292.39,2025-01-06
2088,2088,823.67,2025-01-25
2089,2089,552.62,2025-01-17
2090,2090,144.64,2025-05-03
2091,2091,258.95,2025-03-28
2092,2092,53.62,2025-04-12
2093,2093,674.38,2025-01-05
2094,2094,223.86,2025-04-27
2095,2095,887.21,2025-01-02
2096,2096,767.28,2025-03-07
2097,2097,356.40,2025-01-14
2098,2098,756.74,2025-04-30
2099,2099,924.83,2025-01-31
2100,2100,343.13,2025-02-26
2101,2101,823.30,2025-01-13
2102,2102,792.21,2025-02-14
2103,2103,205.79,2025-02-12
2104,2104,809.90,2025-04-11
2105,2105,720.27,2025-02-27
2106,2106,209.51,2025-03-12
2107,2107,827.16,2025-03-29
2108,2108,452.84,2025-03-26
2109,2109,971.75,2025-01-01
2110,2110,308.82,2025-03-15
2111,2111,999.50,2025-04-03
2112,2112,885.85,2025-03-21
2113,2113,616.81,2025-03-27
2114,2114,814.67,2025-01-14
2115,2115,886.72,2025-02-08
2116,2116,993.18,2025-02-13
2117,2117,94.99,2025-04-03
2118,2118,284.10,2025-02-23
2119,2119,252.94,2025-02-12
2120,2120,414.44,2025-04-04
2121,2121,204.24,2025-01-17
2122,2122,674.04,2025-03-04
2123,2123,675.66,2025-02-12
2124,2124,119.58,2025-02-22
2125,2125,240.10,2025-02-16
2126,2126,219.08,2025-04-14
2127,2127,478.11,2025-01-03
2128,2128,517.06,2025-03-12
2129,2129,953.60,2025-04-01
2130,2130,931.28,2025-04-12
2131,2131,226.24,2025-02-19
2132,2132,189.42,2025-03-23
2133,2133,904.62,2025-01-15
2134,2134,144.10,2025-05-06
2135,2135,63.75,2025-03-27
2136,2136,762.53,2025-03-23
2137,2137,709.71,2025-04-13
2138,2138,799.52,2025-02-20
2139,2139,671.05,2025-03-21
2140,2140,62.18,2025-04-03
2141,2141,393.48,2025-02-10
2142,2142,294.95,2025-01-01
2143,2143,581.27,2025-04-28
2144,2144,769.13,2025-02-24
2145,2145,679.77,2025-03-06
2146,2146,765.59,2025-03-30
2147,2147,292.96,2025-02-22
2148,2148,587.74,2025-02-06
2149,2149,816.85,2025-03-11
2150,2150,590.21,2025-02-18
2151,2151,655.98,2025-02-22
2152,2152,181.18,2025-02-17
2153,2153,376.10,2025-03-18
2154,2154,580.18,2025-01-02
2155,2155,265.72,2025-02-10
2156,2156,904.35,2025-04-02
2157,2157,273.75,2025-03-08
2158,2158,193.03,2025-04-14
2159,2159,302.05,2025-03-03
2160,2160,976.48,2025-04-20
2161,2161,624.97,2025-02-13
2162,2162,680.76,2025-04-18
2163,2163,20.68,2025-02-20
2164,2164,120.35,2025-02-18
2165,2165,370.14,2025-01-23
2166,2166,444.60,2025-01-30
2167,2167,616.85,2025-03-11
2168,2168,146.72,2025-02-24
2169,2169,984.68,2025-01-28
2170,2170,828.31,2025-02-08
2171,2171,130.72,2025-02-07
2172,2172,967.78,2025-04-29
2173,2173,684.70,2025-05-05
2174,2174,835.04,2025-02-05
2175,2175,840.07,2025-02-24
2176,2176,53.36,2025-04-14
2177,2177,434.77,2025-05-01
2178,2178,243.42,2025-03-06
2179,2179,624.16,2025-04-03
2180,2180,293.85,2025-02-06
2181,2181,825.83,2025-05-05
2182,2182,791.31,2025-02-22
2183,2183,978.84,2025-02-28
2184,2184,958.88,2025-03-20
2185,2185,263.89,2025-01-17
2186,2186,795.38,2025-02-19
2187,2187,36.13,2025-01-04
2188,2188,347.86,2025-01-24
2189,2189,390.77,2025-01-23
2190,2190,659.86,2025-04-26
2191,2191,389.32,2025-03-05
2192,2192,724.19,2025-04-19
2193,2193,66.32,2025-01-11
2194,2194,860.67,2025-04-14
2195,2195,801.28,2025-04-19
2196,2196,243.14,2025-04-07
2197,2197,576.07,2025-03-27
2198,2198,919.49,2025-04-23
2199,2199,577.57,2025-02-04
2200,2200,268.21,2025-04-02
2201,2201,138.38,2025-03-10
2202,2202,985.51,2025-01-26
2203,2203,790.99,2025-04-04
2204,2204,71.87,2025-03-10
2205,2205,746.50,2025-03-21
2206,2206,474.90,2025-04-10
2207,2207,164.40,2025-02-15
2208,2208,694.78,2025-04-29
2209,2209,209.48,2025-02-20
2210,2210,729.05,2025-03-24
2211,2211,127.91,2025-04-16
2212,2212,456.74,2025-04-05
2213,2213,652.71,2025-04-29
2214,2214,303.37,2025-04-19
2215,2215,687.17,2025-04-18
2216,2216,900.24,2025-03-11
2217,2217,601.45,2025-04-14
2218,2218,500.14,2025-04-19
2219,2219,421.09,2025-03-03
2220,2220,133.59,2025-03-22
2221,2221,894.73,2025-04-24
2222,2222,87.80,2025-02-19
2223,2223,72.49,2025-03-22
2224,2224,986.83,2025-04-30
2225,2225,990.71,2025-04-18
2226,2226,527.01,2025-04-25
2227,2227,560.72,2025-04-28
2228,2228,948.05,2025-01-13
2229,2229,503.40,2025-01-22
2230,2230,754.45,2025-03-15
2231,2231,373.47,2025-01-07
2232,2232,335.49,2025-05-03
2233,2233,636.88,2025-04-02
2234,2234,440.16,2025-03-07
2235,2235,125.00,2025-05-02
2236,2236,636.09,2025-02-10
2237,2237,666.42,2025-04-13
2238,2238,592.35,2025-02-14
2239,2239,518.18,2025-02-24
2240,2240,207.72,2025-01-25
2241,2241,828.07,2025-01-28
2242,2242,531.21,2025-04-13
2243,2243,86.47,2025-01-13
2244,2244,61.75,2025-03-13
2245,2245,727.69,2025-01-04
2246,2246,586.65,2025-01-04
2247,2247,636.11,2025-01-05
2248,2248,151.35,2025-01-11
2249,2249,399.12,2025-01-24
2250,2250,422.18,2025-01-18
2251,2251,630.44,2025-03-11
2252,2252,958.32,2025-02-25
2253,2253,973.80,2025-04-17
2254,2254,437.78,2025-01-23
2255,2255,86.60,2025-01-19
2256,2256,803.21,2025-04-26
2257,2257,813.51,2025-03-02
2258,2258,665.05,2025-04-12
2259,2259,810.19,2025-01-08
2260,2260,35.87,2025-01-02
2261,2261,938.54,2025-01-19
2262,2262,852.13,2025-03-02
2263,2263,316.06,2025-05-01
2264,2264,257.19,2025-02-14
2265,2265,650.76,2025-01-12
2266,2266,537.85,2025-04-01
2267,2267,69.44,2025-01-08
2268,2268,71.50,2025-01-23
2269,2269,539.80,2025-04-18
2270,2270,258.83,2025-03-30
2271,2271,708.22,2025-02-11
2272,2272,268.15,2025-04-17
2273,2273,580.61,2025-02-15
2274,2274,606.24,2025-04-30
2275,2275,381.07,2025-02-09
2276,2276,660.22,2025-02-19
2277,2277,628.55,2025-02-09
2278,2278,265.84,2025-03-20
2279,2279,929.34,2025-02-04
2280,2280,476.95,2025-01-03
2281,2281,298.22,2025-01-27
2282,2282,74.60,2025-03-18
2283,2283,839.71,2025-02-25
2284,2284,410.96,2025-01-05
2285,2285,425.39,2025-01-23
2286,2286,587.55,2025-01-21
2287,2287,340.44,2025-02-12
2288,2288,787.91,2025-02-12
2289,2289,735.32,2025-01-09
2290,2290,198.55,2025-04-30
2291,2291,48.47,2025-01-23
2292,2292,54.78,2025-04-23
2293,2293,275.63,2025-04-16
2294,2294,617.98,2025-02-09
2295,2295,196.44,2025-04-19
2296,2296,422.06,2025-01-10
2297,2297,768.78,2025-03-11
2298,2298,564.54,2025-01-09
2299,2299,514.04,2025-03-31
2300,2300,992.54,2025-02-04
2301,2301,904.16,2025-04-14
2302,2302,674.50,2025-05-01
2303,2303,206.57,2025-03-27
2304,2304,551.77,2025-01-21
2305,2305,593.13,2025-03-13
2306,2306,857.59,2025-02-27
2307,2307,435.55,2025-02-13
2308,2308,135.82,2025-01-15
2309,2309,987.80,2025-02-13
2310,2310,483.52,2025-02-10
2311,2311,163.02,2025-04-17
2312,2312,924.72,2025-02-20
2313,2313,238.75,2025-01-26
2314,2314,895.20,2025-02-20
2315,2315,918.99,2025-02-24
2316,2316,451.30,2025-02-10
2317,2317,462.81,2025-03-09
2318,2318,819.59,2025-05-02
2319,2319,188.49,2025-02-13
2320,2320,72.20,2025-05-01
2321,2321,379.35,2025-03-30
2322,2322,614.70,2025-01-18
2323,2323,82.75,2025-01-06
2324,2324,300.04,2025-02-22
2325,2325,819.12,2025-01-20
2326,2326,624.93,2025-05-01
2327,2327,28.02,2025-01-17
2328,2328,585.34,2025-01-08
2329,2329,573.01,2025-04-02
2330,2330,693.95,2025-03-30
2331,2331,603.46,2025-04-02
2332,2332,742.21,2025-04-08
2333,2333,128.18,2025-04-04
2334,2334,234.44,2025-03-08
2335,2335,343.08,2025-05-05
2336,2336,848.34,2025-01-02
2337,2337,300.78,2025-03-31
2338,2338,153.11,2025-01-07
2339,2339,599.91,2025-04-20
2340,2340,731.91,2025-02-14
2341,2341,874.53,2025-01-14
2342,2342,640.42,2025-02-19
2343,2343,277.20,2025-02-13
2344,2344,832.61,2025-05-07
2345,2345,523.37,2025-02-17
2346,2346,50.71,2025-03-31
2347,2347,532.03,2025-01-24
2348,2348,946.42,2025-01-04
2349,2349,612.01,2025-04-30
2350,2350,610.46,2025-04-18
2351,2351,960.22,2025-05-01
2352,2352,307.14,2025-04-22
2353,2353,72.48,2025-02-24
2354,2354,982.96,2025-02-23
2355,2355,903.51,2025-02-09
2356,2356,309.69,2025-04-06
2357,2357,756.76,2025-01-17
2358,2358,597.87,2025-03-21
2359,2359,493.42,2025-02-20
2360,2360,924.32,2025-03-02
2361,2361,345.28,2025-01-31
2362,2362,395.93,2025-01-27
2363,2363,155.10,2025-04-23
2364,2364,906.25,2025-03-07
2365,2365,280.69,2025-03-08
2366,2366,897.45,2025-04-21
2367,2367,981.38,2025-03-01
2368,2368,160.45,2025-05-01
2369,2369,715.63,2025-03-11
2370,2370,833.74,2025-03-31
2371,2371,993.90,2025-03-22
2372,2372,170.93,2025-03-31
2373,2373,378.23,2025-02-07
2374,2374,672.07,2025-02-18
2375,2375,76.22,2025-04-20
2376,2376,179.65,2025-02-11
2377,2377,723.42,2025-03-29
2378,2378,271.41,2025-05-07
2379,2379,333.86,2025-04-13
2380,2380,35.50,2025-01-26
2381,2381,298.41,2025-03-16
2382,2382,888.51,2025-04-26
2383,2383,112.90,2025-01-14
2384,2384,955.70,2025-01-30
2385,2385,66.56,2025-01-06
2386,2386,834.43,2025-01-11
2387,2387,837.32,2025-04-19
2388,2388,111.09,2025-01-14
2389,2389,31.07,2025-01-01
2390,2390,744.09,2025-04-21
2391,2391,908.43,2025-04-16
2392,2392,893.51,2025-03-30
2393,2393,20.42,2025-04-21
2394,2394,401.08,2025-02-22
2395,2395,137.47,2025-01-04
2396,2396,513.46,2025-02-27
2397,2397,21.81,2025-04-28
2398,2398,785.38,2025-03-09
2399,2399,316.30,2025-01-25
2400,2400,819.48,2025-04-02
2401,2401,806.29,2025-04-06
2402,2402,850.31,2025-02-23
2403,2403,794.72,2025-03-11
2404,2404,90.21,2025-04-05
2405,2405,752.72,2025-03-19
2406,2406,59.26,2025-03-02
2407,2407,221.93,2025-03-18
2408,2408,937.27,2025-02-10
2409,2409,912.94,2025-03-25
2410,2410,819.04,2025-02-10
2411,2411,943.16,2025-01-12
2412,2412,481.49,2025-05-03
2413,2413,748.87,2025-01-14
2414,2414,192.61,2025-04-30
2415,2415,268.09,2025-05-03
2416,2416,961.88,2025-01-12
2417,2417,362.98,2025-02-01
2418,2418,363.22,2025-02-28
2419,2419,335.46,2025-03-14
2420,2420,716.33,2025-03-29
2421,2421,979.44,2025-03-18
2422,2422,203.20,2025-02-06
2423,2423,216.79,2025-03-10
2424,2424,81.53,2025-03-07
2425,2425,338.55,2025-04-03
2426,2426,782.68,2025-02-21
2427,2427,361.97,2025-04-04
2428,2428,117.67,2025-02-01
2429,2429,476.25,2025-01-27
2430,2430,565.77,2025-02-19
2431,2431,788.33,2025-03-11
2432,2432,226.39,2025-04-25
2433,2433,70.87,2025-03-01
2434,2434,768.03,2025-03-04
2435,2435,575.26,2025-02-04
2436,2436,410.18,2025-03-10
2437,2437,971.06,2025-05-06
2438,2438,956.05,2025-04-20
2439,2439,587.94,2025-02-04
2440,2440,606.89,2025-02-24
2441,2441,708.77,2025-04-21
2442,2442,929.60,2025-01-09
2443,2443,624.89,2025-01-11
2444,2444,340.70,2025-03-14
2445,2445,941.79,2025-03-05
2446,2446,119.59,2025-03-27
2447,2447,192.03,2025-02-23
2448,2448,451.40,2025-03-11
2449,2449,930.56,2025-04-08
2450,2450,478.37,2025-03-22
2451,2451,377.43,2025-01-15
2452,2452,467.34,2025-02-10
2453,2453,486.99,2025-01-11
2454,2454,907.48,2025-01-18
2455,2455,72.84,2025-01-26
2456,2456,571.53,2025-04-03
2457,2457,59.61,2025-02-12
2458,2458,337.19,2025-02-07
2459,2459,26.84,2025-04-09
2460,2460,153.82,2025-01-22
2461,2461,810.54,2025-02-28
2462,2462,830.18,2025-02-19
2463,2463,160.05,2025-02-20
2464,2464,535.01,2025-03-10
2465,2465,884.84,2025-02-26
2466,2466,788.96,2025-03-06
2467,2467,936.45,2025-02-20
2468,2468,527.98,2025-01-13
2469,2469,976.33,2025-02-09
2470,2470,453.38,2025-01-28
2471,2471,159.35,2025-05-06
2472,2472,693.04,2025-04-26
2473,2473,383.14,2025-02-05
2474,2474,656.80,2025-01-28
2475,2475,268.06,2025-04-27
2476,2476,920.08,2025-02-17
2477,2477,291.77,2025-04-24
2478,2478,55.39,2025-01-30
2479,2479,64.65,2025-04-11
2480,2480,740.11,2025-03-10
2481,2481,735.91,2025-03-08
2482,2482,265.70,2025-04-27
2483,2483,396.19,2025-02-07
2484,2484,208.05,2025-01-14
2485,2485,574.51,2025-02-01
2486,2486,394.21,2025-01-09
2487,2487,413.27,2025-03-05
2488,2488,342.82,2025-01-15
2489,2489,539.23,2025-04-04
2490,2490,289.45,2025-04-03
2491,2491,563.71,2025-03-16
2492,2492,138.39,2025-02-05
2493,2493,716.74,2025-02-07
2494,2494,601.67,2025-04-12
2495,2495,82.99,2025-01-04
2496,2496,619.60,2025-04-22
2497,2497,331.59,2025-01-13
2498,2498,211.27,2025-01-31
2499,2499,791.71,2025-03-15
2500,2500,966.43,2025-02-05
2501,2501,524.56,2025-01-18
2502,2502,147.53,2025-04-23
2503,2503,635.58,2025-04-22
2504,2504,311.87,2025-02-01
2505,2505,854.21,2025-02-15
2506,2506,786.70,2025-03-01
2507,2507,218.61,2025-04-17
2508,2508,136.70,2025-05-05
2509,2509,466.99,2025-02-02
2510,2510,450.15,2025-02-27
2511,2511,777.26,2025-01-02
2512,2512,21.14,2025-02-07
2513,2513,373.73,2025-01-21
2514,2514,714.55,2025-04-07
2515,2515,515.02,2025-02-27
2516,2516,165.57,2025-03-30
2517,2517,628.42,2025-02-03
2518,2518,158.59,2025-04-23
2519,2519,574.68,2025-02-13
2520,2520,37.33,2025-04-19
2521,2521,499.83,2025-03-14
2522,2522,923.16,2025-02-11
2523,2523,688.68,2025-04-28
2524,2524,386.40,2025-04-24
2525,2525,479.88,2025-01-08
2526,2526,662.95,2025-04-21
2527,2527,342.59,2025-03-16
2528,2528,809.71,2025-02-16
2529,2529,138.43,2025-03-24
2530,2530,761.30,2025-02-24
2531,2531,237.72,2025-01-30
2532,2532,248.72,2025-04-26
2533,2533,445.44,2025-03-20
2534,2534,831.10,2025-04-20
2535,2535,512.40,2025-01-05
2536,2536,321.88,2025-01-12
2537,2537,126.64,2025-02-15
2538,2538,740.12,2025-03-09
2539,2539,432.26,2025-04-06
2540,2540,25.47,2025-01-07
2541,2541,354.47,2025-02-27
2542,2542,498.57,2025-02-15
2543,2543,287.00,2025-02-28
2544,2544,185.13,2025-04-16
2545,2545,441.53,2025-01-04
2546,2546,513.02,2025-02-26
2547,2547,650.22,2025-01-06
2548,2548,913.38,2025-04-26
2549,2549,820.12,2025-04-27
2550,2550,275.52,2025-05-06
2551,2551,194.90,2025-02-24
2552,2552,450.85,2025-04-19
2553,2553,224.58,2025-03-25
2554,2554,581.68,2025-01-06
2555,2555,189.47,2025-03-14
2556,2556,429.88,2025-01-17
2557,2557,944.52,2025-03-20
2558,2558,131.10,2025-02-06
2559,2559,479.82,2025-02-01
2560,2560,688.26,2025-02-04
2561,2561,336.98,2025-05-03
2562,2562,358.65,2025-03-03
2563,2563,25.00,2025-04-17
2564,2564,848.73,2025-03-28
2565,2565,602.41,2025-03-21
2566,2566,705.64,2025-01-13
2567,2567,568.11,2025-02-22
2568,2568,851.61,2025-04-15
2569,2569,762.94,2025-01-12
2570,2570,947.89,2025-02-02
2571,2571,173.68,2025-04-26
2572,2572,727.60,2025-03-11
2573,2573,215.58,2025-01-02
2574,2574,643.38,2025-03-24
2575,2575,21.04,2025-02-19
2576,2576,102.29,2025-01-27
2577,2577,723.54,2025-03-19
2578,2578,150.41,2025-04-17
2579,2579,496.36,2025-04-02
2580,2580,989.63,2025-01-27
2581,2581,71.99,2025-02-20
2582,2582,115.14,2025-01-10
